NAME                      READY   STATUS              RESTARTS   AGE
client-job-6s-30c-2pc9q   0/1     Terminating         0          57s
client-job-6s-31c-qtmlq   0/1     Terminating         0          56s
client-job-6s-32c-dz55f   0/1     Terminating         0          56s
client-job-6s-33c-ldgl2   0/1     Terminating         0          56s
client-job-6s-34c-8scmh   0/1     Terminating         0          56s
client-job-6s-35c-gpcwc   0/1     Terminating         0          56s
client-job-6s-36c-hphht   0/1     Terminating         0          56s
client-job-6s-37c-dphs5   0/1     Terminating         0          56s
client-job-6s-38c-kghxx   0/1     Terminating         0          56s
client-job-6s-39c-lkxln   0/1     Terminating         0          55s
client-job-6s-3c-6rjm9    0/1     Terminating         0          38s
client-job-6s-3c-c8ljj    0/1     Terminating         0          76s
client-job-6s-3c-g5btb    0/1     Terminating         0          60s
client-job-6s-40c-dpr55   0/1     Terminating         0          55s
client-job-6s-41c-fkww4   0/1     Terminating         0          55s
client-job-6s-42c-7kjm6   0/1     Terminating         0          55s
client-job-6s-43c-nqjq2   0/1     Terminating         0          55s
client-job-6s-44c-k7fvd   0/1     Terminating         0          33s
client-job-6s-44c-vf56f   0/1     Terminating         0          55s
client-job-6s-45c-nmh9s   0/1     Terminating         0          55s
client-job-6s-46c-5g5kl   0/1     Terminating         0          55s
client-job-6s-47c-rrrlg   0/1     Terminating         0          54s
client-job-6s-48c-c72b7   0/1     Terminating         0          54s
client-job-6s-49c-54mnw   0/1     Terminating         0          54s
client-job-6s-4c-7jsb9    0/1     Terminating         0          38s
client-job-6s-4c-7pcs4    0/1     Terminating         0          60s
client-job-6s-4c-bjpbj    0/1     Terminating         0          76s
client-job-6s-50c-bb8l9   0/1     Terminating         0          54s
client-job-6s-53c-ggxzm   0/1     Terminating         0          32s
client-job-6s-5c-2x24s    0/1     Terminating         0          38s
client-job-6s-5c-rb7fw    0/1     Terminating         0          76s
client-job-6s-5c-w7pdm    0/1     Terminating         0          59s
client-job-6s-64c-8mmjt   0/1     Terminating         0          31s
client-job-6s-6c-9qhl6    0/1     Terminating         0          37s
client-job-6s-6c-vrb27    0/1     Terminating         0          76s
client-job-6s-6c-whvkw    0/1     Terminating         0          59s
client-job-6s-7c-6gqfw    0/1     Terminating         0          37s
client-job-6s-7c-mw2d5    0/1     Terminating         0          59s
client-job-6s-7c-t5jk9    0/1     Terminating         0          76s
client-job-6s-83c-k2k7c   0/1     Terminating         0          29s
client-job-6s-8c-dnwdf    0/1     Terminating         0          37s
client-job-6s-8c-kvs6p    0/1     Terminating         0          59s
client-job-6s-8c-p9h59    0/1     Terminating         0          76s
client-job-6s-91c-czsj9   0/1     Terminating         0          28s
client-job-6s-92c-nbhxm   0/1     Terminating         0          28s
client-job-6s-93c-8fvlx   0/1     Terminating         0          27s
client-job-6s-94c-npnnd   0/1     Terminating         0          27s
client-job-6s-95c-fr5mk   0/1     Terminating         0          27s
client-job-6s-96c-k6rp9   0/1     Terminating         0          27s
client-job-6s-9c-bt8fm    0/1     Terminating         0          37s
client-job-6s-9c-s6vht    0/1     Terminating         0          75s
client-job-6s-9c-t8h5n    0/1     Terminating         0          59s
client-job-8s-10c-gk5fk   0/1     ContainerCreating   0          11s
client-job-8s-1c-7z68n    0/1     ContainerCreating   0          12s
client-job-8s-2c-cjhc2    0/1     ContainerCreating   0          11s
client-job-8s-3c-fpqm4    0/1     ContainerCreating   0          11s
client-job-8s-4c-7xd2l    0/1     ContainerCreating   0          11s
client-job-8s-5c-9xglg    0/1     ContainerCreating   0          11s
client-job-8s-6c-mftdw    0/1     Pending             0          11s
client-job-8s-7c-dlhvr    0/1     Pending             0          11s
client-job-8s-8c-w7xnt    0/1     ContainerCreating   0          11s
client-job-8s-9c-lkqkw    0/1     ContainerCreating   0          11s
